Category,Trade Name,Address,Licence Number,Licence Status,Issue Date,Expiry Date,Business Improvement Area,Neighbourhood ID,Neighbourhood,Ward,Latitude,Longitude,Location,Count,Geometry Point
Alcohol Sales (Consumption Off-Premises),SOBEYS SPIRITS WINE COLD BEER #5405,5215 - 167 AVENUE NW,083754210-001,Issued,,"Jan 22, 2024",,2340,Hollick-Kenyon,Dene,53.627825,-113.416127,"(53.62782501657209, -113.41612659063912)",1,POINT (-113.41612659063912 53.62782501657209)
Restaurant or Food Service,TOKYO EXPRESS,5220 - 23 AVENUE NW,394794228-002,Issued,,"May 17, 2023",,6520,Mill Woods Town Centre,Karhiio,53.454926,-113.422931,"(53.45492602759502, -113.42293064702753)",1,POINT (-113.42293064702753 53.45492602759502)
Alcohol Sales (Consumption Off-Premises),SOBEYS SPIRITS WINE COLD BEER #3705,5221 - 23 AVENUE NW,007465140-002,Issued,,"Jun 17, 2023",,6460,Meyokumin,Karhiio,53.453702,-113.422053,"(53.45370202756363, -113.42205314763181)",1,POINT (-113.42205314763181 53.45370202756363)
Restaurant or Food Service,STARBUCKS COFFEE#28130,5221 - ELLERSLIE ROAD SW,241852993-002,Issued,,"May 19, 2024",,6662,Walker,Karhiio,53.423867,-113.422571,"(53.42386702939903, -113.42257065743824)",1,POINT (-113.42257065743824 53.42386702939903)
Alcohol Sales (Consumption Off-Premises),LIQUOR HOUSE,5224 - 199 STREET NW,416643733-002,Issued,,"Dec 09, 2023",,4461,The Hamptons,sipiwiyiniwak,53.488442,-113.665224,"(53.48844205440655, -113.66522408165744)",1,POINT (-113.66522408165744 53.48844205440655)
"Restaurant or Food Service, Alcohol Sales (Consumption On-Premises / Minors Prohibited)",TODAY'S RESTAURANT & PUB,5224 - 86 STREET NW,007462639-001,Issued,,"Dec 31, 2024",,6430,McIntyre Industrial,Karhiio,53.489378,-113.455916,"(53.48937802946731, -113.4559156281452)",1,POINT (-113.4559156281452 53.48937802946731)
"Restaurant or Food Service, Alcohol Sales (Consumption On-Premises / Minors Allowed)",MUCHO BURRITO,5224 - WINDERMERE BOULEVARD NW,361927707-002,Issued,,"Jun 08, 2023",,5505,Ambleside,pihêsiwin,53.435936,-113.603318,"(53.4359360501326, -113.60331761299915)",1,POINT (-113.60331761299915 53.4359360501326)
Restaurant or Food Service,SECOND CUP CAFE,5225 - 167 AVENUE NW,432980725-002,Issued,,"Jun 01, 2023",,2340,Hollick-Kenyon,Dene,53.627825,-113.416127,"(53.62782501657209, -113.41612659063912)",1,POINT (-113.41612659063912 53.62782501657209)
Restaurant or Food Service,SECOND CUP,5225 - 167 AVENUE NW,391374296-002,Issued,,"May 11, 2023",,2340,Hollick-Kenyon,Dene,53.627825,-113.416127,"(53.62782501657209, -113.41612659063912)",1,POINT (-113.41612659063912 53.62782501657209)
Restaurant or Food Service,COBS BREAD,5225 - ELLERSLIE ROAD SW,166063774-028,Issued,,"Apr 05, 2024",,6662,Walker,Karhiio,53.423867,-113.422571,"(53.42386702939903, -113.42257065743824)",1,POINT (-113.42257065743824 53.42386702939903)
"Restaurant or Food Service, Alcohol Sales (Consumption On-Premises / Minors Prohibited)",BOSTON PIZZA #178,5228 - 23 AVENUE NW,163179638-001,Issued,,"Dec 01, 2024",,6520,Mill Woods Town Centre,Karhiio,53.454926,-113.422931,"(53.45492602759502, -113.42293064702753)",1,POINT (-113.42293064702753 53.45492602759502)
Cannabis Retail Sales,PLANTLIFE,5229 - 167 AVENUE NW,399704509-011,Issued,,"Feb 02, 2024",,2340,Hollick-Kenyon,Dene,53.627825,-113.416127,"(53.62782501657209, -113.41612659063912)",1,POINT (-113.41612659063912 53.62782501657209)
Alcohol Sales (Consumption Off-Premises),TERWILLEGAR TOWN LIQUOR,5231 - TERWILLEGAR BOULEVARD NW,139215488-001,Issued,,"Jun 12, 2023",,5642,South Terwillegar,pihêsiwin,53.444432,-113.578271,"(53.444432046655926, -113.57827061576009)",1,POINT (-113.57827061576009 53.444432046655926)
Restaurant or Food Service,CO DO HUE EXPRESS,5233 - 167 AVENUE NW,373730560-002,Issued,,"Jul 25, 2023",,2340,Hollick-Kenyon,Dene,53.627825,-113.416127,"(53.62782501657209, -113.41612659063912)",1,POINT (-113.41612659063912 53.62782501657209)
Restaurant or Food Service,2100811 ALBERTA LTD.,5233 - TERWILLEGAR BOULEVARD NW,350362436-002,Issued,,"Mar 16, 2024",,5642,South Terwillegar,pihêsiwin,53.444432,-113.578271,"(53.444432046655926, -113.57827061576009)",1,POINT (-113.57827061576009 53.444432046655926)
Restaurant or Food Service,SUBWAY,5237 - 167 AVENUE NW,118427384-001,Issued,,"Jan 19, 2024",,2340,Hollick-Kenyon,Dene,53.627825,-113.416127,"(53.62782501657209, -113.41612659063912)",1,POINT (-113.41612659063912 53.62782501657209)
"Alcohol Sales (Consumption Off-Premises), Restaurant or Food Service",PIZZA 73 #1053,5240 - 199 STREET NW,077478190-001,Issued,,"Jul 13, 2023",,4461,The Hamptons,sipiwiyiniwak,53.488442,-113.665224,"(53.48844205440655, -113.66522408165744)",1,POINT (-113.66522408165744 53.48844205440655)
Restaurant or Food Service,KB & CO,5244 - WINDERMERE BOULEVARD NW,296247911-002,Issued,,"Dec 02, 2023",,5505,Ambleside,pihêsiwin,53.435936,-113.603318,"(53.4359360501326, -113.60331761299915)",1,POINT (-113.60331761299915 53.4359360501326)
Restaurant or Food Service,U.F.O. PIZZA,5245 - 167 AVENUE NW,114713231-001,Issued,,"Mar 28, 2024",,2340,Hollick-Kenyon,Dene,53.627825,-113.416127,"(53.62782501657209, -113.41612659063912)",1,POINT (-113.41612659063912 53.62782501657209)
Cannabis Retail Sales,PLANTLIFE,5245 - ELLERSLIE ROAD SW,378012638-010,Issued,,"Jul 05, 2023",,6662,Walker,Karhiio,53.423867,-113.422571,"(53.42386702939903, -113.42257065743824)",1,POINT (-113.42257065743824 53.42386702939903)
"Restaurant or Food Service, Alcohol Sales (Consumption On-Premises / Minors Prohibited)",ORIGINAL JOE'S RESTAURANT & BAR,5247 - 167 AVENUE NW,119230728-001,Issued,,"May 31, 2024",,2340,Hollick-Kenyon,Dene,53.627825,-113.416127,"(53.62782501657209, -113.41612659063912)",1,POINT (-113.41612659063912 53.62782501657209)
"Restaurant or Food Service, Alcohol Sales (Consumption On-Premises / Minors Allowed)",CALIFORNIA PIZZA KITCHEN,5260 - WINDERMERE BOULEVARD NW,434060714-002,Issued,,"Jul 28, 2024",,5505,Ambleside,pihêsiwin,53.435936,-113.603318,"(53.4359360501326, -113.60331761299915)",1,POINT (-113.60331761299915 53.4359360501326)
Restaurant or Food Service,HARVEY'S,5303 - 23 AVENUE NW,000992610-026,Issued,,"Feb 11, 2024",,6460,Meyokumin,Karhiio,53.453702,-113.422053,"(53.45370202756363, -113.42205314763181)",1,POINT (-113.42205314763181 53.45370202756363)
"Restaurant or Food Service, Alcohol Sales (Consumption On-Premises / Minors Allowed), Retail Sales (Minor), Food Processing / Catering Service",PORTUGUESE CANADIAN BAKERY (1996) LTD,5304 - 118 AVENUE NW,007260990-001,Issued,,"Dec 31, 2023",,2560,Newton,Métis,53.570612,-113.423826,"(53.57061202085555, -113.42382610815125)",1,POINT (-113.42382610815125 53.57061202085555)
Restaurant or Food Service,BENTO SUSHI,5309 - ELLERSLIE ROAD SW,236627551-002,Issued,,"Jan 13, 2024",,6662,Walker,Karhiio,53.424110,-113.424465,"(53.424110029609125, -113.42446515693292)",1,POINT (-113.42446515693292 53.424110029609125)
"Restaurant or Food Service, Retail Sales (Major), Food Processing / Catering Service",SOBEYS,5309 - ELLERSLIE ROAD SW,235570631-002,Issued,,"Dec 24, 2023",,6662,Walker,Karhiio,53.424110,-113.424465,"(53.424110029609125, -113.42446515693292)",1,POINT (-113.42446515693292 53.424110029609125)
"Restaurant or Food Service, Alcohol Sales (Consumption On-Premises / Minors Allowed)",MEMPHIS BLUES BARBEQUE HOUSE,5317 - 23 AVENUE NW,138799323-001,Issued,,"Sep 03, 2023",,6460,Meyokumin,Karhiio,53.453702,-113.422053,"(53.45370202756363, -113.42205314763181)",1,POINT (-113.42205314763181 53.45370202756363)
Restaurant or Food Service,PAPA JOHN'S PIZZA,5319 - 23 AVENUE NW,139020280-001,Issued,,"Jun 18, 2023",,6460,Meyokumin,Karhiio,53.453702,-113.422053,"(53.45370202756363, -113.42205314763181)",1,POINT (-113.42205314763181 53.45370202756363)
Restaurant or Food Service,SUBWAY,5320 - 75 STREET NW,088411656-001,Issued,,"Nov 16, 2023",,6430,McIntyre Industrial,Karhiio,53.490071,-113.444477,"(53.49007102806795, -113.44447663047858)",1,POINT (-113.44447663047858 53.49007102806795)
"Restaurant or Food Service, Alcohol Sales (Consumption On-Premises / Minors Allowed)",LOFT THAI EATERY,5324 - 75 STREET NW,229523623-004,Issued,,"Jun 22, 2023",,6430,McIntyre Industrial,Karhiio,53.490071,-113.444477,"(53.49007102806795, -113.44447663047858)",1,POINT (-113.44447663047858 53.49007102806795)
Restaurant or Food Service,BASHA DONAIR - 75 ST,5328 - 75 STREET NW,325979542-002,Issued,,"Aug 19, 2023",,6430,McIntyre Industrial,Karhiio,53.490071,-113.444477,"(53.49007102806795, -113.44447663047858)",1,POINT (-113.44447663047858 53.49007102806795)
"Alcohol Sales (Consumption Off-Premises), Amusement Establishment, Restaurant or Food Service, Alcohol Sales (Consumption On-Premises / Minors Prohibited)",LEN'STEVES RESTAURANT INC.,5359 - CALGARY TRAIL NW,424017152-002,Renewal Notice,,"Mar 29, 2023",,5110,Calgary Trail North,papastew,53.491664,-113.493194,"(53.491664033760124, -113.49319361902862)",1,POINT (-113.49319361902862 53.491664033760124)
Restaurant or Food Service,MCDONALD'S,5360 - 23 AVENUE NW,185615525-002,Issued,,"May 24, 2023",,6520,Mill Woods Town Centre,Karhiio,53.454782,-113.423849,"(53.45478202771245, -113.42384864686963)",1,POINT (-113.42384864686963 53.45478202771245)
Restaurant or Food Service,STARBUCKS COFFEE # 47083,5360 - WINDERMERE BOULEVARD NW,228306901-002,Issued,,"Oct 19, 2024",,5505,Ambleside,pihêsiwin,53.435936,-113.603318,"(53.4359360501326, -113.60331761299915)",1,POINT (-113.60331761299915 53.4359360501326)
Restaurant or Food Service,OPA OF GREECE,5362 - WINDERMERE BOULEVARD NW,109095164-002,Issued,,"Dec 05, 2023",,5505,Ambleside,pihêsiwin,53.435936,-113.603318,"(53.4359360501326, -113.60331761299915)",1,POINT (-113.60331761299915 53.4359360501326)
"Restaurant or Food Service, Alcohol Sales (Consumption On-Premises / Minors Allowed)",GOLDEN RICE BOWL RESTAURANT,5365 - GATEWAY BOULEVARD NW,061911028-001,Issued,,"Nov 14, 2023",,5110,Calgary Trail North,papastew,53.491511,-113.491124,"(53.49151103352325, -113.4911236195434)",1,POINT (-113.4911236195434 53.49151103352325)
Restaurant or Food Service,PIZZA HUT #4731,5366 - WINDERMERE BOULEVARD NW,280461038-002,Issued,,"Nov 22, 2023",,5505,Ambleside,pihêsiwin,53.435936,-113.603318,"(53.4359360501326, -113.60331761299915)",1,POINT (-113.60331761299915 53.4359360501326)
Restaurant or Food Service,EDO JAPAN,5368 - WINDERMERE BOULEVARD NW,435798929-002,Issued,,"Dec 05, 2024",,5505,Ambleside,pihêsiwin,53.435936,-113.603318,"(53.4359360501326, -113.60331761299915)",1,POINT (-113.60331761299915 53.4359360501326)
Restaurant or Food Service,DAIRY QUEEN,5403 - 23 AVENUE NW,188923881-002,Issued,,"Apr 03, 2025",,6460,Meyokumin,Karhiio,53.453459,-113.425041,"(53.45345902793246, -113.42504114704272)",1,POINT (-113.42504114704272 53.45345902793246)
Restaurant or Food Service,PIZZA 38,5407 - 38 AVENUE NW,007437836-001,Issued,,"Jan 07, 2024",,6300,Hillview,Karhiio,53.470811,-113.421594,"(53.47081102649336, -113.42159414203535)",1,POINT (-113.42159414203535 53.47081102649336)
Restaurant or Food Service,D SPOT DESSERT CAFE,"542, 3803 - CALGARY TRAIL NW",410354651-002,Issued,,"Jan 04, 2024",,5120,Calgary Trail South,Karhiio,53.472746,-113.493977,"(53.472746034971266, -113.49397662516898)",1,POINT (-113.49397662516898 53.472746034971266)
"Restaurant or Food Service, Alcohol Sales (Consumption On-Premises / Minors Allowed)",CHINESE HOT POT,5420 - CALGARY TRAIL NW,184958637-009,Issued,,"Jul 16, 2023",,5320,Pleasantview,papastew,53.491511,-113.496569,"(53.49151103417017, -113.49656861832385)",1,POINT (-113.49656861832385 53.49151103417017)
"Restaurant or Food Service, Alcohol Sales (Consumption On-Premises / Minors Allowed)",KABUKI SUSHI & GRILL SOUTH,5431 - GATEWAY BOULEVARD NW,173822170-002,Issued,,"Jun 23, 2023",,5110,Calgary Trail North,papastew,53.492357,-113.491178,"(53.49235703347967, -113.49117761924866)",1,POINT (-113.49117761924866 53.49235703347967)
"Restaurant or Food Service, Alcohol Sales (Consumption On-Premises / Minors Allowed), Participant Recreation Service",GOLFZON SOUTH,5431 - GATEWAY BOULEVARD NW,368499820-002,Issued,,"Sep 03, 2024",,5110,Calgary Trail North,papastew,53.492357,-113.491178,"(53.49235703347967, -113.49117761924866)",1,POINT (-113.49117761924866 53.49235703347967)
"Alcohol Sales (Consumption Off-Premises), Restaurant or Food Service",PIZZA 73 #1056,5433 - GATEWAY BOULEVARD NW,077478412-001,Issued,,"Jul 14, 2023",,5110,Calgary Trail North,papastew,53.492357,-113.491178,"(53.49235703347967, -113.49117761924866)",1,POINT (-113.49117761924866 53.49235703347967)
Alcohol Sales (Consumption Off-Premises),BIN 104 FINE WINE AND SPIRITS,5454 - CALGARY TRAIL NW,042226815-001,Issued,,"Sep 25, 2024",,5320,Pleasantview,papastew,53.491808,-113.496573,"(53.49180803415315, -113.49657311822362)",1,POINT (-113.49657311822362 53.49180803415315)
Restaurant or Food Service,"BOARDWALK FRIES, BURGERS AND SHAKES","546, 3803 - CALGARY TRAIL NW",277045545-002,Issued,,"Apr 18, 2023",,5120,Calgary Trail South,Karhiio,53.472746,-113.493977,"(53.472746034971266, -113.49397662516898)",1,POINT (-113.49397662516898 53.472746034971266)
Restaurant or Food Service,PRESOTEA,"546K, 1 - KINGSWAY GARDEN MALL NW",373989786-002,Issued,,"Jun 02, 2023",Kingsway,1230,Spruce Avenue,O-day'min,53.562305,-113.505555,"(53.56230503106817, -113.50555509259978)",1,POINT (-113.50555509259978 53.56230503106817)
Cannabis Retail Sales,VALUE BUDS AT RIVERBEND SQUARE,548 - RIVERBEND SQUARE NW,310620030-007,Issued,,"Nov 06, 2023",,5190,Falconer Heights,pihêsiwin,53.468813,-113.588067,"(53.46881304638254, -113.58806710543928)",1,POINT (-113.58806710543928 53.46881304638254)
"Restaurant or Food Service, Alcohol Sales (Consumption On-Premises / Minors Prohibited)",THE BOTHY WINE & WHISKY BAR,5482 - CALGARY TRAIL NW,091016402-001,Issued,,"Jan 06, 2024",,5320,Pleasantview,papastew,53.491808,-113.497149,"(53.4918080342216, -113.49714911809461)",1,POINT (-113.49714911809461 53.4918080342216)
Restaurant or Food Service,EDO JAPAN,5509 - 23 AVENUE NW,121184923-001,Issued,,"Apr 01, 2024",,6460,Meyokumin,Karhiio,53.453333,-113.425928,"(53.453333028045115, -113.42592764688591)",1,POINT (-113.42592764688591 53.453333028045115)
Restaurant or Food Service,"MAGMA DONAIR, BURGERS & SUBS",5513 - 23 AVENUE NW,363918601-002,Issued,,"Jul 28, 2023",,6460,Meyokumin,Karhiio,53.453333,-113.425928,"(53.453333028045115, -113.42592764688591)",1,POINT (-113.42592764688591 53.453333028045115)
"Restaurant or Food Service, Alcohol Sales (Consumption On-Premises / Minors Prohibited)",BOSTON PIZZA CAPILANO,5515 - 101 AVENUE NW,007463666-001,Issued,,"Mar 18, 2024",,6550,Ottewell,Métis,53.539463,-113.421477,"(53.53946302241457, -113.42147711912314)",1,POINT (-113.42147711912314 53.53946302241457)
"Restaurant or Food Service, Food Processing / Catering Service",MILLWOODS MEATSHOP AND RESTAURANT,"A, 5517 - 137 AVENUE NW",446563868-002,Issued,,"Nov 21, 2023",Fort Road and Area,2080,Belvedere,Dene,53.599337,-113.426245,"(53.599336617444614, -113.42624504740095)",1,POINT (-113.42624504740095 53.599336617444614)
Restaurant or Food Service,APNA PANJAB SWEETS & TAKE OUT,"A, 5519 - 137 AVENUE NW",167767248-002,Issued,,"Feb 10, 2025",Fort Road and Area,2080,Belvedere,Dene,53.599310,-113.426245,"(53.599309511137754, -113.42624504741008)",1,POINT (-113.42624504741008 53.599309511137754)
Restaurant or Food Service,STARBUCKS COFFEE#23089,5520 - CALGARY TRAIL NW,165168030-001,Issued,,"Mar 18, 2024",,5320,Pleasantview,papastew,53.492591,-113.497487,"(53.49259103421547, -113.49748661775743)",1,POINT (-113.49748661775743 53.49259103421547)
"Restaurant or Food Service, Alcohol Sales (Consumption On-Premises / Minors Allowed)",MYTHOS BACKYARD GREEK TAVERNA,5524 - CALGARY TRAIL NW,144787662-001,Issued,,"Oct 21, 2023",,5320,Pleasantview,papastew,53.492636,-113.498121,"(53.49263603428822, -113.4981211176003)",1,POINT (-113.4981211176003 53.49263603428822)
"Restaurant or Food Service, Alcohol Sales (Consumption On-Premises / Minors Allowed)",SOUTH SILK ROAD,5552 - CALGARY TRAIL NW,232518557-002,Issued,,"Nov 23, 2024",,5320,Pleasantview,papastew,53.493095,-113.498058,"(53.493095034253585, -113.49805811746104)",1,POINT (-113.49805811746104 53.493095034253585)
Restaurant or Food Service,SWEET BASIL VIETNAMESE KITCHEN,5588 - WINDERMERE BOULEVARD NW,244230120-002,Issued,,"May 11, 2024",,5570,Windermere,pihêsiwin,53.439914,-113.620868,"(53.43991405198329, -113.62086760775762)",1,POINT (-113.62086760775762 53.43991405198329)
"Restaurant or Food Service, Alcohol Sales (Consumption On-Premises / Minors Allowed)",KHAZANA INDIAN EXPRESS & PIZZA,5592 - WINDERMERE BOULEVARD NW,246674632-002,Issued,,"Mar 22, 2024",,5570,Windermere,pihêsiwin,53.439914,-113.620868,"(53.43991405198329, -113.62086760775762)",1,POINT (-113.62086760775762 53.43991405198329)
"Restaurant or Food Service, Alcohol Sales (Consumption On-Premises / Minors Allowed)",GARLIC AND GREENS,5611 - 23 AVENUE NW,406477384-002,Issued,,"Sep 16, 2023",,6460,Meyokumin,Karhiio,53.453333,-113.425928,"(53.453333028045115, -113.42592764688591)",1,POINT (-113.42592764688591 53.453333028045115)
Cannabis Retail Sales,VALUE BUDS AT MEYOKUMIN,5619 - 23 AVENUE NW,397123841-002,Issued,,"Aug 22, 2023",,6460,Meyokumin,Karhiio,53.453333,-113.425928,"(53.453333028045115, -113.42592764688591)",1,POINT (-113.42592764688591 53.453333028045115)
Alcohol Sales (Consumption Off-Premises),ACE LIQUOR DISCOUNTER AT 23RD AVE MILLWOODS,5638 - 23 AVENUE NW,392327721-002,Issued,,"Feb 27, 2024",,6520,Mill Woods Town Centre,Karhiio,53.455763,-113.430266,"(53.45576302841539, -113.4302656451042)",1,POINT (-113.4302656451042 53.45576302841539)
Restaurant or Food Service,OLYMPUS DONAIR,5639 - RIVERBEND ROAD NW,160370955-001,Issued,,"Oct 16, 2023",,5080,Brander Gardens,pihêsiwin,53.494544,-113.577218,"(53.49454404357799, -113.57721759926548)",1,POINT (-113.57721759926548 53.49454404357799)
Restaurant or Food Service,TASTE BUDS TAKE OUT AND CATERING,5641 - RIVERBEND ROAD NW,168937555-002,Renewal Notice,,"Mar 16, 2023",,5080,Brander Gardens,pihêsiwin,53.494544,-113.577218,"(53.49454404357799, -113.57721759926548)",1,POINT (-113.57721759926548 53.49454404357799)
"Restaurant or Food Service, Alcohol Sales (Consumption On-Premises / Minors Allowed)",KING'S GARDEN NOODLE HOUSE,5657 - RIVERBEND ROAD NW,109748895-001,Issued,,"May 15, 2023",,5080,Brander Gardens,pihêsiwin,53.494544,-113.577218,"(53.49454404357799, -113.57721759926548)",1,POINT (-113.57721759926548 53.49454404357799)
"Restaurant or Food Service, Retail Sales (Minor), Tobacco and Vaping Product Sales, Vehicle Wash / Fueling Station",7-11 FOOD STORE # 34268,5661 - 23 AVENUE NW,087877582-001,Issued,,"Aug 26, 2023",,6460,Meyokumin,Karhiio,53.453234,-113.427012,"(53.45323402817965, -113.42701214667571)",1,POINT (-113.42701214667571 53.45323402817965)
Restaurant or Food Service,BOOSTER JUICE,"566K, 1 - KINGSWAY GARDEN MALL NW",177900098-002,Issued,,"Nov 26, 2023",Kingsway,1230,Spruce Avenue,O-day'min,53.562305,-113.505555,"(53.56230503106817, -113.50555509259978)",1,POINT (-113.50555509259978 53.56230503106817)
Restaurant or Food Service,QUIZNOS SUB,5670 - 75 STREET NW,168680773-002,Renewal Notice,,"Apr 10, 2023",,6430,McIntyre Industrial,Karhiio,53.493212,-113.444027,"(53.49321202782856, -113.44402662953074)",1,POINT (-113.44402662953074 53.49321202782856)
"Restaurant or Food Service, Retail Sales (Minor), Tobacco and Vaping Product Sales",CELESTIAL MART & CAFETERIA LTD.,5679 - RIVERBEND ROAD NW,348148738-002,Issued,,"Jan 22, 2024",,5080,Brander Gardens,pihêsiwin,53.494544,-113.577218,"(53.49454404357799, -113.57721759926548)",1,POINT (-113.57721759926548 53.49454404357799)
"Restaurant or Food Service, Alcohol Sales (Consumption On-Premises / Minors Allowed), Retail Sales (Minor), Tobacco and Vaping Product Sales, Participant Recreation Service",RIVER RIDGE GOLF & COUNTRY CLUB,5685 - WINDERMERE BOULEVARD SW,007377405-001,Issued,,"Dec 31, 2023",,5405,River Valley Windermere,pihêsiwin,53.438258,-113.637221,"(53.438258054024175, -113.6372206046622)",1,POINT (-113.6372206046622 53.438258054024175)
